user_id,cellphone_id,brand,model,operating_system,internal_memory,RAM,performance,main_camera,selfie_camera,battery_size,screen_size,price,release_date,age,gender,job,rating
52,3,APPLE,"iPhone 13 Pro",IOS,256,6,7.94,12,12,3065,6.1,999,2021-09-24,25,MALE,"software developer",2
52,5,APPLE,"iPhone XR",IOS,64,3,4.22,12,7,2942,6.1,236,2018-10-26,25,MALE,"software developer",2
52,8,SAMSUNG,"Galaxy A32",ANDROID,64,4,2.2,48,13,5000,6.5,199,2021-01-22,25,MALE,"software developer",1
52,13,SAMSUNG,"Galaxy Z Flip 3",ANDROID,128,8,5.96,12,10,3300,6.7,899,2021-08-11,25,MALE,"software developer",4
52,15,GOOGLE,"Pixel 6  ",ANDROID,128,8,6.76,50,8,4614,6.4,499,2021-10-28,25,MALE,"software developer",5
52,20,ONEPLUS,"10 Pro",ANDROID,128,8,8.86,48,32,5000,6.7,780,2022-01-11,25,MALE,"software developer",10
52,24,XIAOMI,"Redmi Note 11",ANDROID,128,4,2.44,50,13,5000,6.4,174,2022-02-09,25,MALE,"software developer",5
52,26,XIAOMI,"12 Pro",ANDROID,128,8,9.85,50,32,4600,6.7,618,2021-12-31,25,MALE,"software developer",8
52,27,XIAOMI,"Poco F4",ANDROID,128,8,6.98,64,20,4500,6.6,428,2022-07-27,25,MALE,"software developer",6
53,4,APPLE,"iPhone 13 Pro Max",IOS,256,6,8.01,12,12,4352,6.7,1199,2021-09-24,38,MALE,manager,9
53,5,APPLE,"iPhone XR",IOS,64,3,4.22,12,7,2942,6.1,236,2018-10-26,38,MALE,manager,8
53,7,SAMSUNG,"Galaxy A13",ANDROID,32,3,1.36,50,8,5000,6.6,154,2022-03-23,38,MALE,manager,8
53,9,SAMSUNG,"Galaxy A53",ANDROID,128,6,3.79,64,32,5000,6.5,312,2022-03-24,38,MALE,manager,8
53,15,GOOGLE,"Pixel 6  ",ANDROID,128,8,6.76,50,8,4614,6.4,499,2021-10-28,38,MALE,manager,10
53,17,GOOGLE,"Pixel 6 Pro ",ANDROID,128,12,7.19,50,11,5003,6.7,699,2021-10-28,38,MALE,manager,8
53,25,XIAOMI,"11T Pro",ANDROID,256,8,7.59,108,16,5000,6.6,435,2021-10-05,38,MALE,manager,9
53,26,XIAOMI,"12 Pro",ANDROID,128,8,9.85,50,32,4600,6.7,618,2021-12-31,38,MALE,manager,9
53,29,MOTOROLA,"Moto G Stylus (2022)",ANDROID,128,6,2.3,50,16,5000,6.8,500,2022-04-27,38,MALE,manager,8
53,32,MOTOROLA,"Moto G Power (2022)",ANDROID,64,4,1.35,50,8,5000,6.5,189,2022-02-22,38,MALE,manager,9
56,1,APPLE,"iPhone 13 Mini",IOS,128,4,7.72,12,12,2438,5.4,699,2021-09-24,50,FEMALE,"manager",9
56,5,APPLE,"iPhone XR",IOS,64,3,4.22,12,7,2942,6.1,236,2018-10-26,50,FEMALE,"manager",9
56,8,SAMSUNG,"Galaxy A32",ANDROID,64,4,2.2,48,13,5000,6.5,199,2021-01-22,50,FEMALE,"manager",10
56,12,SAMSUNG,"Galaxy S22 Ultra",ANDROID,128,8,9.68,108,40,5000,6.8,840,2022-02-25,50,FEMALE,"manager",5
56,13,SAMSUNG,"Galaxy Z Flip 3",ANDROID,128,8,5.96,12,10,3300,6.7,899,2021-08-11,50,FEMALE,"manager",9
56,15,GOOGLE,"Pixel 6  ",ANDROID,128,8,6.76,50,8,4614,6.4,499,2021-10-28,50,FEMALE,"manager",5
56,17,GOOGLE,"Pixel 6 Pro ",ANDROID,128,12,7.19,50,11,5003,6.7,699,2021-10-28,50,FEMALE,"manager",6
56,25,XIAOMI,"11T Pro",ANDROID,256,8,7.59,108,16,5000,6.6,435,2021-10-05,50,FEMALE,"manager",3
56,30,MOTOROLA,"Moto G Play (2021)",ANDROID,32,3,1.42,13,5,5000,6.5,159,2021-01-14,50,FEMALE,"manager",2
56,32,MOTOROLA,"Moto G Power (2022)",ANDROID,64,4,1.35,50,8,5000,6.5,189,2022-02-22,50,FEMALE,"manager",3
60,9,SAMSUNG,"Galaxy A53",ANDROID,128,6,3.79,64,32,5000,6.5,312,2022-03-24,48,MALE,"it",5
60,11,SAMSUNG,"Galaxy S22 Plus",ANDROID,128,8,7.22,50,10,4500,6.6,899,2022-02-25,48,MALE,"it",3
60,13,SAMSUNG,"Galaxy Z Flip 3",ANDROID,128,8,5.96,12,10,3300,6.7,899,2021-08-11,48,MALE,"it",2
60,15,GOOGLE,"Pixel 6  ",ANDROID,128,8,6.76,50,8,4614,6.4,499,2021-10-28,48,MALE,"it",4
60,16,GOOGLE,"Pixel 6a",ANDROID,128,6,6.88,12,8,4410,6.1,449,2021-07-21,48,MALE,"it",6
60,26,XIAOMI,"12 Pro",ANDROID,128,8,9.85,50,32,4600,6.7,618,2021-12-31,48,MALE,"it",9
60,28,SONY,"Xperia Pro",ANDROID,512,12,6.82,12,8,4000,6.5,1998,2021-01-27,48,MALE,"it",1
60,29,MOTOROLA,"Moto G Stylus (2022)",ANDROID,128,6,2.3,50,16,5000,6.8,500,2022-04-27,48,MALE,"it",7
60,31,MOTOROLA,"Moto G Pure",ANDROID,32,3,1.02,13,5,4000,6.5,129,2021-10-14,48,MALE,"it",10
60,32,MOTOROLA,"Moto G Power (2022)",ANDROID,64,4,1.35,50,8,5000,6.5,189,2022-02-22,48,MALE,"it",8
74,8,SAMSUNG,"Galaxy A32",ANDROID,64,4,2.2,48,13,5000,6.5,199,2021-01-22,25,MALE,"manager",6
74,11,SAMSUNG,"Galaxy S22 Plus",ANDROID,128,8,7.22,50,10,4500,6.6,899,2022-02-25,25,MALE,"manager",8
74,16,GOOGLE,"Pixel 6a",ANDROID,128,6,6.88,12,8,4410,6.1,449,2021-07-21,25,MALE,"manager",6
74,17,GOOGLE,"Pixel 6 Pro ",ANDROID,128,12,7.19,50,11,5003,6.7,699,2021-10-28,25,MALE,"manager",7
74,21,ONEPLUS,10T,ANDROID,128,8,11,50,16,4800,6.7,649,2022-08-06,25,MALE,"manager",7
74,25,XIAOMI,"11T Pro",ANDROID,256,8,7.59,108,16,5000,6.6,435,2021-10-05,25,MALE,"manager",7
74,26,XIAOMI,"12 Pro",ANDROID,128,8,9.85,50,32,4600,6.7,618,2021-12-31,25,MALE,"manager",8
74,28,SONY,"Xperia Pro",ANDROID,512,12,6.82,12,8,4000,6.5,1998,2021-01-27,25,MALE,"manager",7
74,30,MOTOROLA,"Moto G Play (2021)",ANDROID,32,3,1.42,13,5,5000,6.5,159,2021-01-14,25,MALE,"manager",6
74,32,MOTOROLA,"Moto G Power (2022)",ANDROID,64,4,1.35,50,8,5000,6.5,189,2022-02-22,25,MALE,"manager",7
79,3,APPLE,"iPhone 13 Pro",IOS,256,6,7.94,12,12,3065,6.1,999,2021-09-24,25,MALE,"manager",9
79,5,APPLE,"iPhone XR",IOS,64,3,4.22,12,7,2942,6.1,236,2018-10-26,25,MALE,"manager",6
79,10,SAMSUNG,"Galaxy S22",ANDROID,128,8,8.81,50,10,3700,6.1,528,2022-02-25,25,MALE,"manager",8
79,11,SAMSUNG,"Galaxy S22 Plus",ANDROID,128,8,7.22,50,10,4500,6.6,899,2022-02-25,25,MALE,"manager",8
79,14,SAMSUNG,"Galaxy Z Fold 3",ANDROID,256,12,6.35,12,4,4400,7.6,1799,2021-08-11,25,MALE,"manager",7
79,16,GOOGLE,"Pixel 6a",ANDROID,128,6,6.88,12,8,4410,6.1,449,2021-07-21,25,MALE,"manager",8
79,19,ONEPLUS,"Nord 2T",ANDROID,128,8,6.04,50,32,4500,6.4,379,2022-05-21,25,MALE,"manager",7
79,23,VIVO,"X80 Pro",ANDROID,256,8,9.81,50,32,4700,6.7,872,2022-04-29,25,MALE,"manager",8
79,31,MOTOROLA,"Moto G Pure",ANDROID,32,3,1.02,13,5,4000,6.5,129,2021-10-14,25,MALE,"manager",5
79,32,MOTOROLA,"Moto G Power (2022)",ANDROID,64,4,1.35,50,8,5000,6.5,189,2022-02-22,25,MALE,"manager",7
80,2,APPLE,"iPhone 13",IOS,128,4,7.75,12,12,3240,6.1,699,2021-09-24,25,MALE,"worker",9
80,5,APPLE,"iPhone XR",IOS,64,3,4.22,12,7,2942,6.1,236,2018-10-26,25,MALE,"worker",7
80,7,SAMSUNG,"Galaxy A13",ANDROID,32,3,1.36,50,8,5000,6.6,154,2022-03-23,25,MALE,"worker",8
80,8,SAMSUNG,"Galaxy A32",ANDROID,64,4,2.2,48,13,5000,6.5,199,2021-01-22,25,MALE,"worker",8
80,9,SAMSUNG,"Galaxy A53",ANDROID,128,6,3.79,64,32,5000,6.5,312,2022-03-24,25,MALE,"worker",9
80,19,ONEPLUS,"Nord 2T",ANDROID,128,8,6.04,50,32,4500,6.4,379,2022-05-21,25,MALE,"worker",7
80,22,OPPO,"Find X5 Pro",ANDROID,256,12,10.12,50,32,5000,6.7,987,2022-03-14,25,MALE,"worker",10
80,28,SONY,"Xperia Pro",ANDROID,512,12,6.82,12,8,4000,6.5,1998,2021-01-27,25,MALE,"worker",9
80,30,MOTOROLA,"Moto G Play (2021)",ANDROID,32,3,1.42,13,5,5000,6.5,159,2021-01-14,25,MALE,"worker",8
80,31,MOTOROLA,"Moto G Pure",ANDROID,32,3,1.02,13,5,4000,6.5,129,2021-10-14,25,MALE,"worker",8
84,2,APPLE,"iPhone 13",IOS,128,4,7.75,12,12,3240,6.1,699,2021-09-24,33,MALE,"warehousing",10
84,7,SAMSUNG,"Galaxy A13",ANDROID,32,3,1.36,50,8,5000,6.6,154,2022-03-23,33,MALE,"warehousing",10
84,14,SAMSUNG,"Galaxy Z Fold 3",ANDROID,256,12,6.35,12,4,4400,7.6,1799,2021-08-11,33,MALE,"warehousing",10
84,17,GOOGLE,"Pixel 6 Pro ",ANDROID,128,12,7.19,50,11,5003,6.7,699,2021-10-28,33,MALE,"warehousing",9
84,21,ONEPLUS,10T,ANDROID,128,8,11,50,16,4800,6.7,649,2022-08-06,33,MALE,"warehousing",1
84,25,XIAOMI,"11T Pro",ANDROID,256,8,7.59,108,16,5000,6.6,435,2021-10-05,33,MALE,"warehousing",1
84,26,XIAOMI,"12 Pro",ANDROID,128,8,9.85,50,32,4600,6.7,618,2021-12-31,33,MALE,"warehousing",1
84,28,SONY,"Xperia Pro",ANDROID,512,12,6.82,12,8,4000,6.5,1998,2021-01-27,33,MALE,"warehousing",10
84,30,MOTOROLA,"Moto G Play (2021)",ANDROID,32,3,1.42,13,5,5000,6.5,159,2021-01-14,33,MALE,"warehousing",9
84,31,MOTOROLA,"Moto G Pure",ANDROID,32,3,1.02,13,5,4000,6.5,129,2021-10-14,33,MALE,"warehousing",9
85,1,APPLE,"iPhone 13 Mini",IOS,128,4,7.72,12,12,2438,5.4,699,2021-09-24,33,FEMALE,"sales",10
85,2,APPLE,"iPhone 13",IOS,128,4,7.75,12,12,3240,6.1,699,2021-09-24,33,FEMALE,"sales",10
85,4,APPLE,"iPhone 13 Pro Max",IOS,256,6,8.01,12,12,4352,6.7,1199,2021-09-24,33,FEMALE,"sales",10
85,14,SAMSUNG,"Galaxy Z Fold 3",ANDROID,256,12,6.35,12,4,4400,7.6,1799,2021-08-11,33,FEMALE,"sales",1
85,15,GOOGLE,"Pixel 6  ",ANDROID,128,8,6.76,50,8,4614,6.4,499,2021-10-28,33,FEMALE,"sales",1
85,17,GOOGLE,"Pixel 6 Pro ",ANDROID,128,12,7.19,50,11,5003,6.7,699,2021-10-28,33,FEMALE,"sales",1
85,18,ONEPLUS,"Nord N20",ANDROID,128,6,3.8,64,16,4500,6.4,299,2022-04-28,33,FEMALE,"sales",1
85,21,ONEPLUS,10T,ANDROID,128,8,11,50,16,4800,6.7,649,2022-08-06,33,FEMALE,"sales",1
85,25,XIAOMI,"11T Pro",ANDROID,256,8,7.59,108,16,5000,6.6,435,2021-10-05,33,FEMALE,"sales",1
85,30,MOTOROLA,"Moto G Play (2021)",ANDROID,32,3,1.42,13,5,5000,6.5,159,2021-01-14,33,FEMALE,"sales",1
91,1,APPLE,"iPhone 13 Mini",IOS,128,4,7.72,12,12,2438,5.4,699,2021-09-24,34,MALE,"web design",9
91,2,APPLE,"iPhone 13",IOS,128,4,7.75,12,12,3240,6.1,699,2021-09-24,34,MALE,"web design",9
91,11,SAMSUNG,"Galaxy S22 Plus",ANDROID,128,8,7.22,50,10,4500,6.6,899,2022-02-25,34,MALE,"web design",7
91,12,SAMSUNG,"Galaxy S22 Ultra",ANDROID,128,8,9.68,108,40,5000,6.8,840,2022-02-25,34,MALE,"web design",9
91,15,GOOGLE,"Pixel 6  ",ANDROID,128,8,6.76,50,8,4614,6.4,499,2021-10-28,34,MALE,"web design",6
91,16,GOOGLE,"Pixel 6a",ANDROID,128,6,6.88,12,8,4410,6.1,449,2021-07-21,34,MALE,"web design",7
91,19,ONEPLUS,"Nord 2T",ANDROID,128,8,6.04,50,32,4500,6.4,379,2022-05-21,34,MALE,"web design",8
91,21,ONEPLUS,10T,ANDROID,128,8,11,50,16,4800,6.7,649,2022-08-06,34,MALE,"web design",8
91,22,OPPO,"Find X5 Pro",ANDROID,256,12,10.12,50,32,5000,6.7,987,2022-03-14,34,MALE,"web design",5
91,31,MOTOROLA,"Moto G Pure",ANDROID,32,3,1.02,13,5,4000,6.5,129,2021-10-14,34,MALE,"web design",8
95,5,APPLE,"iPhone XR",IOS,64,3,4.22,12,7,2942,6.1,236,2018-10-26,28,MALE,"information technology",5
95,6,ASUS,"Zenfone 8",ANDROID,128,8,6.76,64,12,4000,5.9,599,2021-05-12,28,MALE,"information technology",7
95,15,GOOGLE,"Pixel 6  ",ANDROID,128,8,6.76,50,8,4614,6.4,499,2021-10-28,28,MALE,"information technology",5
95,17,GOOGLE,"Pixel 6 Pro ",ANDROID,128,12,7.19,50,11,5003,6.7,699,2021-10-28,28,MALE,"information technology",9
95,22,OPPO,"Find X5 Pro",ANDROID,256,12,10.12,50,32,5000,6.7,987,2022-03-14,28,MALE,"information technology",10
95,25,XIAOMI,"11T Pro",ANDROID,256,8,7.59,108,16,5000,6.6,435,2021-10-05,28,MALE,"information technology",9
95,27,XIAOMI,"Poco F4",ANDROID,128,8,6.98,64,20,4500,6.6,428,2022-07-27,28,MALE,"information technology",7
95,29,MOTOROLA,"Moto G Stylus (2022)",ANDROID,128,6,2.3,50,16,5000,6.8,500,2022-04-27,28,MALE,"information technology",6
95,30,MOTOROLA,"Moto G Play (2021)",ANDROID,32,3,1.42,13,5,5000,6.5,159,2021-01-14,28,MALE,"information technology",5
95,32,MOTOROLA,"Moto G Power (2022)",ANDROID,64,4,1.35,50,8,5000,6.5,189,2022-02-22,28,MALE,"information technology",4
98,0,APPLE,"iPhone SE (2022)",IOS,128,4,7.23,12,7,2018,4.7,429,2022-03-18,25,FEMALE,"technical engineer",10
98,2,APPLE,"iPhone 13",IOS,128,4,7.75,12,12,3240,6.1,699,2021-09-24,25,FEMALE,"technical engineer",9
98,7,SAMSUNG,"Galaxy A13",ANDROID,32,3,1.36,50,8,5000,6.6,154,2022-03-23,25,FEMALE,"technical engineer",8
98,8,SAMSUNG,"Galaxy A32",ANDROID,64,4,2.2,48,13,5000,6.5,199,2021-01-22,25,FEMALE,"technical engineer",9
98,9,SAMSUNG,"Galaxy A53",ANDROID,128,6,3.79,64,32,5000,6.5,312,2022-03-24,25,FEMALE,"technical engineer",8
98,10,SAMSUNG,"Galaxy S22",ANDROID,128,8,8.81,50,10,3700,6.1,528,2022-02-25,25,FEMALE,"technical engineer",9
98,12,SAMSUNG,"Galaxy S22 Ultra",ANDROID,128,8,9.68,108,40,5000,6.8,840,2022-02-25,25,FEMALE,"technical engineer",9
98,20,ONEPLUS,"10 Pro",ANDROID,128,8,8.86,48,32,5000,6.7,780,2022-01-11,25,FEMALE,"technical engineer",7
98,24,XIAOMI,"Redmi Note 11",ANDROID,128,4,2.44,50,13,5000,6.4,174,2022-02-09,25,FEMALE,"technical engineer",8
98,32,MOTOROLA,"Moto G Power (2022)",ANDROID,64,4,1.35,50,8,5000,6.5,189,2022-02-22,25,FEMALE,"technical engineer",6
99,3,APPLE,"iPhone 13 Pro",IOS,256,6,7.94,12,12,3065,6.1,999,2021-09-24,30,MALE,"information",10
99,4,APPLE,"iPhone 13 Pro Max",IOS,256,6,8.01,12,12,4352,6.7,1199,2021-09-24,30,MALE,"information",10
99,8,SAMSUNG,"Galaxy A32",ANDROID,64,4,2.2,48,13,5000,6.5,199,2021-01-22,30,MALE,"information",9
99,13,SAMSUNG,"Galaxy Z Flip 3",ANDROID,128,8,5.96,12,10,3300,6.7,899,2021-08-11,30,MALE,"information",10
99,17,GOOGLE,"Pixel 6 Pro ",ANDROID,128,12,7.19,50,11,5003,6.7,699,2021-10-28,30,MALE,"information",10
99,21,ONEPLUS,10T,ANDROID,128,8,11,50,16,4800,6.7,649,2022-08-06,30,MALE,"information",9
99,22,OPPO,"Find X5 Pro",ANDROID,256,12,10.12,50,32,5000,6.7,987,2022-03-14,30,MALE,"information",10
99,25,XIAOMI,"11T Pro",ANDROID,256,8,7.59,108,16,5000,6.6,435,2021-10-05,30,MALE,"information",10
99,26,XIAOMI,"12 Pro",ANDROID,128,8,9.85,50,32,4600,6.7,618,2021-12-31,30,MALE,"information",9
99,30,MOTOROLA,"Moto G Play (2021)",ANDROID,32,3,1.42,13,5,5000,6.5,159,2021-01-14,30,MALE,"information",10
100,7,SAMSUNG,"Galaxy A13",ANDROID,32,3,1.36,50,8,5000,6.6,154,2022-03-23,43,FEMALE,"it",9
100,8,SAMSUNG,"Galaxy A32",ANDROID,64,4,2.2,48,13,5000,6.5,199,2021-01-22,43,FEMALE,"it",10
100,10,SAMSUNG,"Galaxy S22",ANDROID,128,8,8.81,50,10,3700,6.1,528,2022-02-25,43,FEMALE,"it",9
100,13,SAMSUNG,"Galaxy Z Flip 3",ANDROID,128,8,5.96,12,10,3300,6.7,899,2021-08-11,43,FEMALE,"it",10
100,20,ONEPLUS,"10 Pro",ANDROID,128,8,8.86,48,32,5000,6.7,780,2022-01-11,43,FEMALE,"it",10
100,24,XIAOMI,"Redmi Note 11",ANDROID,128,4,2.44,50,13,5000,6.4,174,2022-02-09,43,FEMALE,"it",8
100,26,XIAOMI,"12 Pro",ANDROID,128,8,9.85,50,32,4600,6.7,618,2021-12-31,43,FEMALE,"it",8
100,27,XIAOMI,"Poco F4",ANDROID,128,8,6.98,64,20,4500,6.6,428,2022-07-27,43,FEMALE,"it",9
100,29,MOTOROLA,"Moto G Stylus (2022)",ANDROID,128,6,2.3,50,16,5000,6.8,500,2022-04-27,43,FEMALE,"it",8
100,30,MOTOROLA,"Moto G Play (2021)",ANDROID,32,3,1.42,13,5,5000,6.5,159,2021-01-14,43,FEMALE,"it",8
104,11,SAMSUNG,"Galaxy S22 Plus",ANDROID,128,8,7.22,50,10,4500,6.6,899,2022-02-25,32,MALE,"administrator",10
104,12,SAMSUNG,"Galaxy S22 Ultra",ANDROID,128,8,9.68,108,40,5000,6.8,840,2022-02-25,32,MALE,"administrator",9
104,13,SAMSUNG,"Galaxy Z Flip 3",ANDROID,128,8,5.96,12,10,3300,6.7,899,2021-08-11,32,MALE,"administrator",8
104,15,GOOGLE,"Pixel 6  ",ANDROID,128,8,6.76,50,8,4614,6.4,499,2021-10-28,32,MALE,"administrator",8
104,16,GOOGLE,"Pixel 6a",ANDROID,128,6,6.88,12,8,4410,6.1,449,2021-07-21,32,MALE,"administrator",10
104,24,XIAOMI,"Redmi Note 11",ANDROID,128,4,2.44,50,13,5000,6.4,174,2022-02-09,32,MALE,"administrator",7
104,27,XIAOMI,"Poco F4",ANDROID,128,8,6.98,64,20,4500,6.6,428,2022-07-27,32,MALE,"administrator",8
104,28,SONY,"Xperia Pro",ANDROID,512,12,6.82,12,8,4000,6.5,1998,2021-01-27,32,MALE,"administrator",10
104,30,MOTOROLA,"Moto G Play (2021)",ANDROID,32,3,1.42,13,5,5000,6.5,159,2021-01-14,32,MALE,"administrator",6
104,31,MOTOROLA,"Moto G Pure",ANDROID,32,3,1.02,13,5,4000,6.5,129,2021-10-14,32,MALE,"administrator",10
105,4,APPLE,"iPhone 13 Pro Max",IOS,256,6,8.01,12,12,4352,6.7,1199,2021-09-24,25,FEMALE,"system administrator",10
105,7,SAMSUNG,"Galaxy A13",ANDROID,32,3,1.36,50,8,5000,6.6,154,2022-03-23,25,FEMALE,"system administrator",9
105,9,SAMSUNG,"Galaxy A53",ANDROID,128,6,3.79,64,32,5000,6.5,312,2022-03-24,25,FEMALE,"system administrator",8
105,12,SAMSUNG,"Galaxy S22 Ultra",ANDROID,128,8,9.68,108,40,5000,6.8,840,2022-02-25,25,FEMALE,"system administrator",9
105,14,SAMSUNG,"Galaxy Z Fold 3",ANDROID,256,12,6.35,12,4,4400,7.6,1799,2021-08-11,25,FEMALE,"system administrator",9
105,17,GOOGLE,"Pixel 6 Pro ",ANDROID,128,12,7.19,50,11,5003,6.7,699,2021-10-28,25,FEMALE,"system administrator",8
105,18,ONEPLUS,"Nord N20",ANDROID,128,6,3.8,64,16,4500,6.4,299,2022-04-28,25,FEMALE,"system administrator",7
105,19,ONEPLUS,"Nord 2T",ANDROID,128,8,6.04,50,32,4500,6.4,379,2022-05-21,25,FEMALE,"system administrator",6
105,20,ONEPLUS,"10 Pro",ANDROID,128,8,8.86,48,32,5000,6.7,780,2022-01-11,25,FEMALE,"system administrator",10
105,22,OPPO,"Find X5 Pro",ANDROID,256,12,10.12,50,32,5000,6.7,987,2022-03-14,25,FEMALE,"system administrator",8
106,4,APPLE,"iPhone 13 Pro Max",IOS,256,6,8.01,12,12,4352,6.7,1199,2021-09-24,32,MALE,"manager",6
106,5,APPLE,"iPhone XR",IOS,64,3,4.22,12,7,2942,6.1,236,2018-10-26,32,MALE,"manager",6
106,12,SAMSUNG,"Galaxy S22 Ultra",ANDROID,128,8,9.68,108,40,5000,6.8,840,2022-02-25,32,MALE,"manager",8
106,14,SAMSUNG,"Galaxy Z Fold 3",ANDROID,256,12,6.35,12,4,4400,7.6,1799,2021-08-11,32,MALE,"manager",8
106,15,GOOGLE,"Pixel 6  ",ANDROID,128,8,6.76,50,8,4614,6.4,499,2021-10-28,32,MALE,"manager",7
106,16,GOOGLE,"Pixel 6a",ANDROID,128,6,6.88,12,8,4410,6.1,449,2021-07-21,32,MALE,"manager",7
106,18,ONEPLUS,"Nord N20",ANDROID,128,6,3.8,64,16,4500,6.4,299,2022-04-28,32,MALE,"manager",5
106,20,ONEPLUS,"10 Pro",ANDROID,128,8,8.86,48,32,5000,6.7,780,2022-01-11,32,MALE,"manager",6
106,24,XIAOMI,"Redmi Note 11",ANDROID,128,4,2.44,50,13,5000,6.4,174,2022-02-09,32,MALE,"manager",7
106,26,XIAOMI,"12 Pro",ANDROID,128,8,9.85,50,32,4600,6.7,618,2021-12-31,32,MALE,"manager",7
110,3,APPLE,"iPhone 13 Pro",IOS,256,6,7.94,12,12,3065,6.1,999,2021-09-24,36,MALE,"marketing",3
110,5,APPLE,"iPhone XR",IOS,64,3,4.22,12,7,2942,6.1,236,2018-10-26,36,MALE,"marketing",2
110,8,SAMSUNG,"Galaxy A32",ANDROID,64,4,2.2,48,13,5000,6.5,199,2021-01-22,36,MALE,"marketing",2
110,9,SAMSUNG,"Galaxy A53",ANDROID,128,6,3.79,64,32,5000,6.5,312,2022-03-24,36,MALE,"marketing",7
110,12,SAMSUNG,"Galaxy S22 Ultra",ANDROID,128,8,9.68,108,40,5000,6.8,840,2022-02-25,36,MALE,"marketing",6
110,14,SAMSUNG,"Galaxy Z Fold 3",ANDROID,256,12,6.35,12,4,4400,7.6,1799,2021-08-11,36,MALE,"marketing",1
110,24,XIAOMI,"Redmi Note 11",ANDROID,128,4,2.44,50,13,5000,6.4,174,2022-02-09,36,MALE,"marketing",1
110,27,XIAOMI,"Poco F4",ANDROID,128,8,6.98,64,20,4500,6.6,428,2022-07-27,36,MALE,"marketing",1
110,29,MOTOROLA,"Moto G Stylus (2022)",ANDROID,128,6,2.3,50,16,5000,6.8,500,2022-04-27,36,MALE,"marketing",6
110,31,MOTOROLA,"Moto G Pure",ANDROID,32,3,1.02,13,5,4000,6.5,129,2021-10-14,36,MALE,"marketing",2
111,4,APPLE,"iPhone 13 Pro Max",IOS,256,6,8.01,12,12,4352,6.7,1199,2021-09-24,37,FEMALE,"education",1
111,5,APPLE,"iPhone XR",IOS,64,3,4.22,12,7,2942,6.1,236,2018-10-26,37,FEMALE,"education",2
111,7,SAMSUNG,"Galaxy A13",ANDROID,32,3,1.36,50,8,5000,6.6,154,2022-03-23,37,FEMALE,"education",3
111,8,SAMSUNG,"Galaxy A32",ANDROID,64,4,2.2,48,13,5000,6.5,199,2021-01-22,37,FEMALE,"education",4
111,18,ONEPLUS,"Nord N20",ANDROID,128,6,3.8,64,16,4500,6.4,299,2022-04-28,37,FEMALE,"education",6
111,20,ONEPLUS,"10 Pro",ANDROID,128,8,8.86,48,32,5000,6.7,780,2022-01-11,37,FEMALE,"education",10
111,23,VIVO,"X80 Pro",ANDROID,256,8,9.81,50,32,4700,6.7,872,2022-04-29,37,FEMALE,"education",7
111,25,XIAOMI,"11T Pro",ANDROID,256,8,7.59,108,16,5000,6.6,435,2021-10-05,37,FEMALE,"education",5
111,26,XIAOMI,"12 Pro",ANDROID,128,8,9.85,50,32,4600,6.7,618,2021-12-31,37,FEMALE,"education",8
111,30,MOTOROLA,"Moto G Play (2021)",ANDROID,32,3,1.42,13,5,5000,6.5,159,2021-01-14,37,FEMALE,"education",9
112,3,APPLE,"iPhone 13 Pro",IOS,256,6,7.94,12,12,3065,6.1,999,2021-09-24,30,FEMALE,"security",8
112,6,ASUS,"Zenfone 8",ANDROID,128,8,6.76,64,12,4000,5.9,599,2021-05-12,30,FEMALE,"security",4
112,11,SAMSUNG,"Galaxy S22 Plus",ANDROID,128,8,7.22,50,10,4500,6.6,899,2022-02-25,30,FEMALE,"security",1
112,13,SAMSUNG,"Galaxy Z Flip 3",ANDROID,128,8,5.96,12,10,3300,6.7,899,2021-08-11,30,FEMALE,"security",8
112,14,SAMSUNG,"Galaxy Z Fold 3",ANDROID,256,12,6.35,12,4,4400,7.6,1799,2021-08-11,30,FEMALE,"security",2
112,17,GOOGLE,"Pixel 6 Pro ",ANDROID,128,12,7.19,50,11,5003,6.7,699,2021-10-28,30,FEMALE,"security",10
112,23,VIVO,"X80 Pro",ANDROID,256,8,9.81,50,32,4700,6.7,872,2022-04-29,30,FEMALE,"security",10
112,27,XIAOMI,"Poco F4",ANDROID,128,8,6.98,64,20,4500,6.6,428,2022-07-27,30,FEMALE,"security",9
112,29,MOTOROLA,"Moto G Stylus (2022)",ANDROID,128,6,2.3,50,16,5000,6.8,500,2022-04-27,30,FEMALE,"security",3
112,31,MOTOROLA,"Moto G Pure",ANDROID,32,3,1.02,13,5,4000,6.5,129,2021-10-14,30,FEMALE,"security",2
113,1,APPLE,"iPhone 13 Mini",IOS,128,4,7.72,12,12,2438,5.4,699,2021-09-24,56,FEMALE,"retail",5
113,3,APPLE,"iPhone 13 Pro",IOS,256,6,7.94,12,12,3065,6.1,999,2021-09-24,56,FEMALE,"retail",10
113,4,APPLE,"iPhone 13 Pro Max",IOS,256,6,8.01,12,12,4352,6.7,1199,2021-09-24,56,FEMALE,"retail",10
113,7,SAMSUNG,"Galaxy A13",ANDROID,32,3,1.36,50,8,5000,6.6,154,2022-03-23,56,FEMALE,"retail",10
113,14,SAMSUNG,"Galaxy Z Fold 3",ANDROID,256,12,6.35,12,4,4400,7.6,1799,2021-08-11,56,FEMALE,"retail",5
113,15,GOOGLE,"Pixel 6  ",ANDROID,128,8,6.76,50,8,4614,6.4,499,2021-10-28,56,FEMALE,"retail",6
